comune,provincia,regione,nome,idCandidato,anno,voti
GENZANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - GENZANO RISORGE,PAPALIA ROCCO FABIO,2016,602
GENZANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - GENZANO LIBERA,PAPALIA ROCCO FABIO,2016,261
GENZANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - ATTIVAMENTE,SAVINI MICHELE,2016,666
GENZANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - PER MICHELE SAVINI SINDACO,SAVINI MICHELE,2016,495
GENZANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - ESPERIENZA GENZANESE,SAVINI MICHELE,2016,100
GENZANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - UN'ALTRA CITTÀ!,MANCINI PATRIZIA,2016,612
GENZANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - AMBIENTE BENE COMUNE,MANCINI PATRIZIA,2016,238
GENZANO DI ROMA,ROMA,LAZIO,FORZA ITALIA,ROSATI ANTONIO,2016,347
CIVITELLA SAN PAOLO,ROMA,LAZIO,LISTA CIVICA - UNITI PER CIVITELLA SAN PAOLO,STEFANI BASILIO ROCCO,2016,621
CIVITELLA SAN PAOLO,ROMA,LAZIO,LISTA CIVICA - CIVITELLA DOMANI,PALMUCCI LORENZO,2016,521
CINETO ROMANO,ROMA,LAZIO,LISTA CIVICA - UN FUTURO PER CINETO,LIANI MASSIMILIANO,2016,265
CINETO ROMANO,ROMA,LAZIO,LISTA CIVICA - IL GELSO,LATINI AMEDEO,2016,193
CINETO ROMANO,ROMA,LAZIO,LISTA CIVICA - PROGETTO POPOLARE,TORDELLA MARCO,2016,3
CASTEL MADAMA,ROMA,LAZIO,LISTA CIVICA - IMPEGNO COMUNE,PASCUCCI DOMENICO,2016,2013
CASTEL MADAMA,ROMA,LAZIO,LISTA CIVICA - TUTTA UN'ALTRA STORIA,SPICCIANI GUIDO,2016,1978
CASTEL MADAMA,ROMA,LAZIO,LISTA CIVICA - PIAZZA PULITA,URBANI MAURO,2016,226
CASAPE,ROMA,LAZIO,LISTA CIVICA - TORRE MERLATA,TESTI LUIGINO,2016,238
CASAPE,ROMA,LAZIO,LISTA CIVICA - AMORE PER CASAPE,MARIANI MARCO,2016,84
CASAPE,ROMA,LAZIO,LISTA CIVICA - PROGETTO POPOLARE,SACCUCCI ADELE,2016,27
CANTERANO,ROMA,LAZIO,LISTA CIVICA - INSIEME PER CANTERANO,TEODORI MARIANO,2016,140
CANTERANO,ROMA,LAZIO,LISTA CIVICA - LIBERI DI SCEGLIERE,PROIETTI PIERO,2016,36
CANTERANO,ROMA,LAZIO,LISTA CIVICA - PROGETTO POPOLARE,DEL BRUSCO VALTER,2016,12
CAMPAGNANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - INSIEME PER CAMBIARE DAVVERO,FIORELLI FULVIO,2016,2423
CAMPAGNANO DI ROMA,ROMA,LAZIO,LISTA CIVICA - SÌ AMO CAMPAGNANO,BONIMELLI GIULIO,2016,1947
CAMPAGNANO DI ROMA,ROMA,LAZIO,MOVIMENTO 5 STELLE.IT,BORRI SERGIO,2016,591
CAMPAGNANO DI ROMA,ROMA,LAZIO,NOI CON SALVINI,CARAMANICA GABRIELLA,2016,204
CANALE MONTERANO,ROMA,LAZIO,LISTA CIVICA - PROGETTO LOCALE,BETTARELLI ALESSANDRO,2016,1624
CANALE MONTERANO,ROMA,LAZIO,LISTA CIVICA - LIBERI INDIPENDENTI UNITI,STEFANI ANGELO,2016,901
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - PATTO PER BRACCIANO,TONDINELLI ARMANDO,2016,1299
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - NOI PER TONDINELLI,TONDINELLI ARMANDO,2016,951
BRACCIANO,ROMA,LAZIO,PARTITO DEMOCRATICO,GENTILI CLAUDIO,2016,1220
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - LA CITTÀ CHE VOGLIAMO,GENTILI CLAUDIO,2016,1069
BRACCIANO,ROMA,LAZIO,MOVIMENTO 5 STELLE.IT,TELLAROLI MARCO,2016,2059
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - GRUPPO MASSI BRACCIANO,MAURO DONATO,2016,539
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - RINNOVIAMO BRACCIANO,MAURO DONATO,2016,282
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - INSIEME PER CAMBIARE,MAURO DONATO,2016,243
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - GIOVANI PER BRACCIANO,MAURO DONATO,2016,204
BRACCIANO,ROMA,LAZIO,LISTA CIVICA - CITTADINI DI BRACCIANO,TESTINI LUCA,2016,830
BRACCIANO,ROMA,LAZIO,CEN-DES(LS.CIVICHE) - ALLEANZA PER BRACCIANO CENTRO DESTRA,MANGONI ROMOLO,2016,355
BELLEGRA,ROMA,LAZIO,LISTA CIVICA - SVILUPPIAMO BELLEGRA,CERA FLAVIO,2016,1188
BELLEGRA,ROMA,LAZIO,LISTA CIVICA - BELLEGRAINSIEME,MOSELLI DOMENICO,2016,875
ARICCIA,ROMA,LAZIO,LISTA CIVICA - PATTO SOCIALE,DI FELICE ROBERTO,2016,1498
ARICCIA,ROMA,LAZIO,LISTA CIVICA - UNITI PER CAMBIARE,DI FELICE ROBERTO,2016,1313
ARICCIA,ROMA,LAZIO,LISTA CIVICA - ARICCIA POPOLARE,DI FELICE ROBERTO,2016,912
ARICCIA,ROMA,LAZIO,LISTA CIVICA - UN'ALTRA ARICCIA,DI FELICE ROBERTO,2016,811
ARICCIA,ROMA,LAZIO,LISTA CIVICA - ALTERNATIVA DEMOCRATICA,DI FELICE ROBERTO,2016,483
ARICCIA,ROMA,LAZIO,LISTA CIVICA - ARICCINA INDIPENDENTE,DI FELICE ROBERTO,2016,364
ARICCIA,ROMA,LAZIO,LISTA CIVICA - ARICCIA NEL CUORE,DI FELICE ROBERTO,2016,221
ARICCIA,ROMA,LAZIO,PARTITO DEMOCRATICO,SERRA BELLINI MAURO,2016,1483
ARICCIA,ROMA,LAZIO,SINISTRA - PER ARICCIA A SINISTRA,SERRA BELLINI MAURO,2016,654
ARICCIA,ROMA,LAZIO,LISTA CIVICA - ALLEANZA PER ARICCIA,SERRA BELLINI MAURO,2016,432
ARICCIA,ROMA,LAZIO,LISTA CIVICA - INSIEME,SERRA BELLINI MAURO,2016,333
ARICCIA,ROMA,LAZIO,LISTA CIVICA - RIFORMISTI PER ARICCIA,SERRA BELLINI MAURO,2016,329
ARICCIA,ROMA,LAZIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,CUCCIOLETTA ROBERTO,2016,450
ARICCIA,ROMA,LAZIO,LISTA CIVICA - ITALIA DEI DIRITTI,SALLUSTIO LUISA,2016,291
ANTICOLI CORRADO,ROMA,LAZIO,LISTA CIVICA - ANTICOLI AL CENTRO,MEDDI VITTORIO,2016,322
ANTICOLI CORRADO,ROMA,LAZIO,LISTA CIVICA - UNITI PER ANTICOLI,FALCONI MARA,2016,279
ANTICOLI CORRADO,ROMA,LAZIO,LISTA CIVICA - LIBERANTICOLI,PUTIGNANI FRANCESCO,2016,33
ANGUILLARA SABAZIA,ROMA,LAZIO,LISTA CIVICA - PIZZIGALLO SINDACO,PIZZIGALLO ANTONIO,2016,1843
ANGUILLARA SABAZIA,ROMA,LAZIO,FORZA ITALIA,PIZZIGALLO ANTONIO,2016,1499
ANGUILLARA SABAZIA,ROMA,LAZIO,LISTA CIVICA - ANGUILLARA SVOLTA,PIZZIGALLO ANTONIO,2016,906
ANGUILLARA SABAZIA,ROMA,LAZIO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,PIZZIGALLO ANTONIO,2016,477
ANGUILLARA SABAZIA,ROMA,LAZIO,MOVIMENTO 5 STELLE.IT,ANSELMO SABRINA,2016,2370
ANGUILLARA SABAZIA,ROMA,LAZIO,PARTITO DEMOCRATICO,FLENGHI MATTEO,2016,1608
ANGUILLARA SABAZIA,ROMA,LAZIO,LISTA CIVICA - PER FLENGHI SINDACO,FLENGHI MATTEO,2016,977
AGOSTA,ROMA,LAZIO,LISTA CIVICA - MOVIMENTO PER AGOSTA,VALENTE MASSIMILIANO,2016,655
AGOSTA,ROMA,LAZIO,LISTA CIVICA - #CAMBIAMO AGOSTA,OTTAVI GIOVANNI,2016,594
VETRALLA,VITERBO,LAZIO,LISTA CIVICA - VETRALLA PASSIONE COMUNE,COPPARI FRANCESCO,2016,2684
VETRALLA,VITERBO,LAZIO,LISTA CIVICA - PER VETRALLA,AQUILANI SANDRINO,2016,1756
VETRALLA,VITERBO,LAZIO,MOVIMENTO 5 STELLE.IT,CIUCCI LORENA,2016,1309
VETRALLA,VITERBO,LAZIO,LISTA CIVICA - NOI PER VETRALLA,MENEGALI ZELLI IACOBUZI GIULIO,2016,1201
VETRALLA,VITERBO,LAZIO,LISTA CIVICA - PROGETTO VETRALLA,GIDARI GIOVANNI,2016,1123
VASANELLO,VITERBO,LAZIO,LISTA CIVICA - IL POLO PER VASANELLO,PORRI ANTONIO,2016,1417
VASANELLO,VITERBO,LAZIO,LISTA CIVICA - VASANELLO CHE VORREI,MECOCCI ALESSANDRA DETTA ITALIA,2016,1194
VALENTANO,VITERBO,LAZIO,LISTA CIVICA - LISTA L'ALBERONE,PACCHIARELLI FRANCESCO,2016,988
VALENTANO,VITERBO,LAZIO,LISTA CIVICA - MOVIMENTO CIVICO VALENTANESE,BIGIOTTI STEFANO,2016,859
SORIANO NEL CIMINO,VITERBO,LAZIO,LISTA CIVICA - SORIANO NOVO,MENICACCI FABIO,2016,2410
SORIANO NEL CIMINO,VITERBO,LAZIO,LISTA CIVICA - SORIANO INSIEME,CENTOFANTI DEVID,2016,1302
SORIANO NEL CIMINO,VITERBO,LAZIO,LISTA CIVICA - #SIAMO SORIANO,TARANTINO DOMENICO,2016,745
SORIANO NEL CIMINO,VITERBO,LAZIO,MOVIMENTO 5 STELLE.IT,ANNESI MAURIZIO,2016,442
SORIANO NEL CIMINO,VITERBO,LAZIO,LISTA CIVICA - UNA SPLENDIDA AVVENTURA,SANTINI VALTER,2016,194
PROCENO,VITERBO,LAZIO,LISTA CIVICA - PROCENO IN COMUNE,PELLEGRINI CINZIA,2016,243
PROCENO,VITERBO,LAZIO,LISTA CIVICA - PROCENESE,BATTISTONI FRANCESCO,2016,189
ORTE,VITERBO,LAZIO,LISTA CIVICA - ORIZZONTE COMUNE,GIULIANI ANGELO,2016,2028
ORTE,VITERBO,LAZIO,LISTA CIVICA - IDEE CHIARE,PRIMIERI DINO,2016,1522
ORTE,VITERBO,LAZIO,LISTA CIVICA - ANIMA ORTE,CIOCCHETTI ANGELO,2016,1520
ORIOLO ROMANO,VITERBO,LAZIO,LISTA CIVICA - INSIEME PER ORIOLO,RALLO EMANUELE,2016,1128
ORIOLO ROMANO,VITERBO,LAZIO,LISTA CIVICA - SCELT@COMUNE,TORZI TOMMASINO,2016,652
ORIOLO ROMANO,VITERBO,LAZIO,LISTA CIVICA - UN'ALTRA ORIOLO,BUCCI FERNANDO ANTONIO,2016,224
ORIOLO ROMANO,VITERBO,LAZIO,LISTA CIVICA - CAMBIA ORIOLO,GASPERINI STEFANO,2016,217
MONTEFIASCONE,VITERBO,LAZIO,LISTA CIVICA - IL MELOGRANO,PAOLINI MASSIMO,2016,2924
MONTEFIASCONE,VITERBO,LAZIO,LISTA CIVICA - LA CITTÀ NUOVA,CIMARELLO LUCIANO,2016,2894
MONTEFIASCONE,VITERBO,LAZIO,MOVIMENTO 5 STELLE.IT,VENTURINI PIETRO,2016,1468
MONTEFIASCONE,VITERBO,LAZIO,CEN-DES(LS.CIVICHE) - CENTRODESTRA PER MONTEFIASCONE,BELLACANZONE LUCA,2016,813
MONTEFIASCONE,VITERBO,LAZIO,LISTA CIVICA - LA PERLA DELL'ALTO LAZIO,CRIVAGLIA DANIELA,2016,165
MARTA,VITERBO,LAZIO,LISTA CIVICA - IMPEGNO COMUNE,LACCHINI MAURIZIO,2016,562
MARTA,VITERBO,LAZIO,LISTA CIVICA - MARTA DOMANI,LISONI ANTONIO,2016,490
MARTA,VITERBO,LAZIO,LISTA CIVICA - SIAMO MARTA,SASSARA PARIDE,2016,478
MARTA,VITERBO,LAZIO,LISTA CIVICA - MARTA RINASCE,DOLCI CONSALVO,2016,438
MARTA,VITERBO,LAZIO,LISTA CIVICA - MARTA CHE CAMBIA,PRUGNOLI MARIO,2016,338
LUBRIANO,VITERBO,LAZIO,LISTA CIVICA - PER LUBRIANO,GASPARRI VALENTINO,2016,290
LUBRIANO,VITERBO,LAZIO,LISTA CIVICA - LUBRIANESI,FRATICELLO GIUSEPPE,2016,278
FALERIA,VITERBO,LAZIO,LISTA CIVICA - INSIEME PER FALERIA,DEL VECCHIO MARCO,2016,768
FALERIA,VITERBO,LAZIO,LISTA CIVICA - FARE FALERIA,CANESTRARI ANTONIO,2016,610
GALLESE,VITERBO,LAZIO,LISTA CIVICA - GALLESE FUTURO,PIERSANTI DANILO,2016,1105
GALLESE,VITERBO,LAZIO,LISTA CIVICA - GALLESE NEL CUORE,PACHELLA SIMONETTA,2016,650
FABRICA DI ROMA,VITERBO,LAZIO,LISTA CIVICA - INSIEME PER CRESCERE,SCARNATI MARIO,2016,2495
FABRICA DI ROMA,VITERBO,LAZIO,LISTA CIVICA - NUOVA FABRICA,PIERGENTILI GIAN CARLO,2016,1291
FABRICA DI ROMA,VITERBO,LAZIO,MOVIMENTO 5 STELLE.IT,FRATE DAVIDE,2016,753
CORCHIANO,VITERBO,LAZIO,LISTA CIVICA - VIVERE CORCHIANO,PARRETTI PAOLO,2016,1250
CORCHIANO,VITERBO,LAZIO,LISTA CIVICA - INSIEME PER CORCHIANO,MARTINI LIVIO,2016,1083
BASSANO ROMANO,VITERBO,LAZIO,LISTA CIVICA - BASSANO INSIEME,MAGGI EMANUELE,2016,1521
BASSANO ROMANO,VITERBO,LAZIO,LISTA CIVICA - TRADIZIONE DIGNITÀ FUTURO,PELLEGRINI CARLO,2016,1059
BASSANO ROMANO,VITERBO,LAZIO,LISTA CIVICA - NOI PER BASSANO,MARCHETTI GIUSEPPE,2016,322
CAPRAROLA,VITERBO,LAZIO,LISTA CIVICA - NUOVI ORIZZONTI INSIEME,STELLIFERI EUGENIO,2016,2143
CAPRAROLA,VITERBO,LAZIO,LISTA CIVICA - CAPRAROLA NEL CUORE,SBARRA ROBERTO,2016,1088
CARBOGNANO,VITERBO,LAZIO,LISTA CIVICA - CARBOGNANO INSIEME,GASBARRI AGOSTINO,2016,622
CARBOGNANO,VITERBO,LAZIO,LISTA CIVICA - IMPEGNO COMUNE,BALDINELLI FERRI ROSSANO,2016,517
CANINO,VITERBO,LAZIO,LISTA CIVICA - CANINO VALORE COMUNE,NOVELLI LINA,2016,986
CANINO,VITERBO,LAZIO,LISTA CIVICA - ALLEATI PER CANINO,PUCCI MAURO,2016,971
CANINO,VITERBO,LAZIO,LISTA CIVICA - AMBIENTE LAVORO SICUREZZA,CARATELLI BRUNO,2016,690
CARBOGNANO,VITERBO,LAZIO,LISTA CIVICA - CARBOGNANO RIPARTIAMO INSIEME,MENICHINI GIOVANNI,2016,159
CANINO,VITERBO,LAZIO,LISTA CIVICA - CINQUE STELLE CANINO,GASPERINI LUIGI,2016,557
ARLENA DI CASTRO,VITERBO,LAZIO,LISTA CIVICA - ARLENA BENE COMUNE,CASCIANELLI PUBLIO,2016,352
ARLENA DI CASTRO,VITERBO,LAZIO,LISTA CIVICA - ARLENA NUOVA,BOCCI MARCO,2016,274
ACQUAPENDENTE,VITERBO,LAZIO,LISTA CIVICA - PROSPETTIVA FUTURO,GHINASSI ANGELO,2016,1406
ACQUAPENDENTE,VITERBO,LAZIO,LISTA CIVICA - LA CITTÀ A CUORE,LUZZI FRANCESCO,2016,1180
ACQUAPENDENTE,VITERBO,LAZIO,LISTA CIVICA - PROGETTO COMUNE,MANFREDI SOLANGE,2016,882
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - PROGETTO PER VASTO,DESIATI MASSIMO,2016,2290
VASTO,CHIETI,ABRUZZO,UNIONE DI CENTRO-ABRUZZO CIVICO,DESIATI MASSIMO,2016,2007
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - UNIONE PER VASTO,DESIATI MASSIMO,2016,1948
VASTO,CHIETI,ABRUZZO,FORZA ITALIA,DESIATI MASSIMO,2016,1737
VASTO,CHIETI,ABRUZZO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,DESIATI MASSIMO,2016,1149
VASTO,CHIETI,ABRUZZO,PARTITO DEMOCRATICO,MENNA FRANCESCO,2016,3658
TUFILLO,CHIETI,ABRUZZO,LISTA CIVICA - SCELTE PARTECIPATE,MARCOVECCHIO ERNANO,2016,267
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - FILO COMUNE,MENNA FRANCESCO,2016,1447
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - SI PER VASTO,MENNA FRANCESCO,2016,1149
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - AVANTI VASTO,MENNA FRANCESCO,2016,965
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - CITTÀ VIRTUOSA,MENNA FRANCESCO,2016,798
VASTO,CHIETI,ABRUZZO,MOVIMENTO 5 STELLE.IT,CIERI LUDOVICA,2016,3197
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - IL NUOVO FARO,LAUDAZI EDMONDO,2016,1732
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - RINASCITA VASTESE,LAUDAZI EDMONDO,2016,718
VASTO,CHIETI,ABRUZZO,LISTA CIVICA - VASTO LA MOSSA GIUSTA,MONTEMURRO MASSIMILIANO,2016,464
VASTO,CHIETI,ABRUZZO,LIBERTAS DEMOCRAZIA CRISTIANA,MONTEMURRO MASSIMILIANO,2016,136
SCERNI,CHIETI,ABRUZZO,LISTA CIVICA - SCERNI CHE CAMBIA,OTTAVIANO ALFONSO,2016,1336
SCERNI,CHIETI,ABRUZZO,LISTA CIVICA - PROGETTO SCERNI,POMPONIO GIUSEPPE,2016,888
SANT'EUSANIO DEL SANGRO,CHIETI,ABRUZZO,LISTA CIVICA - LA MIMOSA,VERRATTI RAFFAELE,2016,1285
SANT'EUSANIO DEL SANGRO,CHIETI,ABRUZZO,LISTA CIVICA - PROGETTO PER SANT' EUSANIO DEL SANGRO,FERRANTE EMANUELE,2016,113
SAN MARTINO SULLA MARRUCINA,CHIETI,ABRUZZO,LISTA CIVICA - PASSIONE COMUNE,GIAMMARINO LUCIANO,2016,480
SAN MARTINO SULLA MARRUCINA,CHIETI,ABRUZZO,LISTA CIVICA - INSIEME PER UN FUTURO MIGLIORE,MASCIARELLI FRANCESCO,2016,61
SAN GIOVANNI TEATINO,CHIETI,ABRUZZO,LISTA CIVICA - PROGETTO COMUNE,MARINUCCI LUCIANO,2016,4171
SAN GIOVANNI TEATINO,CHIETI,ABRUZZO,PARTITO DEMOCRATICO,CALDARELLI VERINO,2016,2623
SAN GIOVANNI TEATINO,CHIETI,ABRUZZO,MOVIMENTO 5 STELLE.IT,CUTRUPI MARIO,2016,1102
ROCCA SAN GIOVANNI,CHIETI,ABRUZZO,LISTA CIVICA - VOGLIA DI FUTURO,DI RITO GIOVANNI ENZO,2016,953
ROCCA SAN GIOVANNI,CHIETI,ABRUZZO,LISTA CIVICA - ROCCA IN COMUNE,VERI' RINALDO,2016,600
QUADRI,CHIETI,ABRUZZO,LISTA CIVICA - LA SVOLTA,DI PIETRO SILVIO,2016,232
QUADRI,CHIETI,ABRUZZO,LISTA CIVICA - CITTADINI IN COMUNE,FAGNILLI ASSUNTA,2016,211
QUADRI,CHIETI,ABRUZZO,LISTA CIVICA - QUADRIFOGLIO,TORZI LUIGI,2016,95
QUADRI,CHIETI,ABRUZZO,LISTA CIVICA - RINASCITA QUADRESE,D'AMICO GIULIANO ORESTE,2016,53
PIETRAFERRAZZANA,CHIETI,ABRUZZO,LISTA CIVICA - PIETRAFERRAZZANA UNITA,CARPINETA CIRO,2016,76
PIETRAFERRAZZANA,CHIETI,ABRUZZO,LISTA CIVICA - BENE DI TUTTI,SCOPINO RAFFAELLO,2016,14
PENNADOMO,CHIETI,ABRUZZO,LISTA CIVICA - UNITI PER PENNADOMO,D'ANGELO DOMENICO,2016,117
PENNADOMO,CHIETI,ABRUZZO,LISTA CIVICA - AMICIZIA E PARTECIPAZIONE,BRIGNOLA FRANCESCANTONIO,2016,108
LENTELLA,CHIETI,ABRUZZO,PARTITO DEMOCRATICO,MORO CARLO,2016,294
LENTELLA,CHIETI,ABRUZZO,LISTA CIVICA - INSIEME PER LENTELLA,TURILLI WILLIAM,2016,242
LANCIANO,CHIETI,ABRUZZO,PARTITO DEMOCRATICO,PUPILLO MARIO,2016,2747
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - PROGETTO LANCIANO,PUPILLO MARIO,2016,1783
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - LANCIANO IN COMUNE,PUPILLO MARIO,2016,1273
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - LANCIANO VALE,PUPILLO MARIO,2016,1224
LANCIANO,CHIETI,ABRUZZO,SINISTRA - INSIEME @ SINISTRA,PUPILLO MARIO,2016,844
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - NUOVA LANCIANO,D'AMICO ERRICO,2016,2050
LANCIANO,CHIETI,ABRUZZO,FORZA ITALIA,D'AMICO ERRICO,2016,1981
LAMA DEI PELIGNI,CHIETI,ABRUZZO,LISTA CIVICA - LAMA UNITA,DI FABRIZIO ANDREA,2016,478
LAMA DEI PELIGNI,CHIETI,ABRUZZO,LISTA CIVICA - MOVIMENTO LAMA VIVA,DI RENZO ANTONIO,2016,379
LANCIANO,CHIETI,ABRUZZO,UNIONE DI CENTRO-ALTRI,D'AMICO ERRICO,2016,1619
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - LANCIANO AL CENTRO,D'AMICO ERRICO,2016,1018
LANCIANO,CHIETI,ABRUZZO,NOI CON SALVINI,D'AMICO ERRICO,2016,495
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - X LANCIANO 2021,D'AMICO ERRICO,2016,487
LANCIANO,CHIETI,ABRUZZO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,D'AMICO ERRICO,2016,193
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - LANCIANO UNICA,D'AMICO ERRICO,2016,187
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - TONIA PAOLUCCI SINDACO,PAOLUCCI TONIA,2016,1644
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - S'IGNORA LANCIANO,PAOLUCCI TONIA,2016,956
LANCIANO,CHIETI,ABRUZZO,LISTA CIVICA - LIBERTAZIONE,PAOLUCCI TONIA,2016,934
LANCIANO,CHIETI,ABRUZZO,CASAPOUND ITALIA,PAOLUCCI TONIA,2016,679
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,PARTITO DEMOCRATICO,LUCIANI ANTONIO,2016,3067
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,LISTA CIVICA - FRANCAVILLA CON LUCIANI SINDACO,LUCIANI ANTONIO,2016,2343
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,LISTA CIVICA - VALORI IN COMUNE,LUCIANI ANTONIO,2016,1879
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,LISTA CIVICA - FRANCAVILLA UNITA,LUCIANI ANTONIO,2016,1339
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,LISTA CIVICA - SÌ PER FRANCAVILLA,LUCIANI ANTONIO,2016,313
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,FORZA ITALIA,MANTINI PANTALEONE ALESSANDRO,2016,1214
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,LISTA CIVICA - VIVA FRANCAVILLA,MANTINI PANTALEONE ALESSANDRO,2016,343
FRAINE,CHIETI,ABRUZZO,LISTA CIVICA - UNITI PER CAMBIARE,STAMPONE FILIPPO,2016,151
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,NOI CON SALVINI,MANTINI PANTALEONE ALESSANDRO,2016,313
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,MANTINI PANTALEONE ALESSANDRO,2016,292
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,RIVOLUZIONE CRISTIANA,MANTINI PANTALEONE ALESSANDRO,2016,39
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,MOVIMENTO 5 STELLE.IT,SARCHESE LIVIO,2016,1478
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,ABRUZZO CIVICO,DI RENZO STEFANO,2016,331
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,SINISTRA - UNITI A SINISTRA,DI RENZO STEFANO,2016,264
FRANCAVILLA AL MARE,CHIETI,ABRUZZO,LISTA CIVICA - SOLO FRANCAVILLA,DI RENZO STEFANO,2016,186
FARA SAN MARTINO,CHIETI,ABRUZZO,LISTA CIVICA - FARA CON NOI,DE VITIS CARLO,2016,548
FARA SAN MARTINO,CHIETI,ABRUZZO,LISTA CIVICA - L'AQUILONE,DI ROCCO GIUSEPPE,2016,454
COLLEDIMACINE,CHIETI,ABRUZZO,LISTA CIVICA - INSIEME PER COLLEDIMACINE,SCHINA ANDREA,2016,60
COLLEDIMACINE,CHIETI,ABRUZZO,LISTA CIVICA - PER COLLEDIMACINE,PACENZA GIUSEPPE,2016,37
COLLEDIMACINE,CHIETI,ABRUZZO,LISTA CIVICA - ALTERNATIVA PER COLLEDIMACINE,LUCCI ROCCO GIUSEPPE,2016,28
DOGLIOLA,CHIETI,ABRUZZO,LISTA CIVICA - DOGLIOLA FUTURA,D'ADAMIO ROCCO,2016,150
DOGLIOLA,CHIETI,ABRUZZO,LISTA CIVICA - IL PAESE CHE VOGLIAMO,PETROSI BARBARA,2016,109
DOGLIOLA,CHIETI,ABRUZZO,LISTA CIVICA - GRUPPO NUOVO,DE MARCO PIETRO,2016,-
CELENZA SUL TRIGNO,CHIETI,ABRUZZO,LISTA CIVICA - UNITI SI RINASCE,DI LAUDO WALTER,2016,390
CELENZA SUL TRIGNO,CHIETI,ABRUZZO,LISTA CIVICA - INSIEME PER CELENZA S. T.,VENOSINI ANDREA,2016,300
CASOLI,CHIETI,ABRUZZO,LISTA CIVICA - UNITI PER CASOLI,TIBERINI MASSIMO,2016,1985
CASOLI,CHIETI,ABRUZZO,LISTA CIVICA - CASOLI FUTUR@,BARRELLA GIANCARLO,2016,1487
CASALBORDINO,CHIETI,ABRUZZO,LISTA CIVICA - PER CASALBORDINO,MARINUCCI FILIPPO,2016,1729
CASALBORDINO,CHIETI,ABRUZZO,LISTA CIVICA - IL SOLE,SANTORO ALESSANDRO,2016,1389
CASALBORDINO,CHIETI,ABRUZZO,LISTA CIVICA - ANDIAMO AVANTI,PISCICELLI ANTINORO,2016,995
CASALBORDINO,CHIETI,ABRUZZO,MOVIMENTO 5 STELLE.IT,PALMA MARIANO,2016,189
CASALANGUIDA,CHIETI,ABRUZZO,LISTA CIVICA - IL PAESE CHE VOGLIAMO,CONTI LUCA,2016,357
CASALANGUIDA,CHIETI,ABRUZZO,LISTA CIVICA - INSIEME PER CRESCERE,SANTOVITO NINO,2016,321
ARCHI,CHIETI,ABRUZZO,LISTA CIVICA - IL PAESE CHE VOGLIAMO,TROILO MARIO MARCO,2016,775
ARCHI,CHIETI,ABRUZZO,LISTA CIVICA - DA SEMPRE PER ARCHI,QUADRINI NICOLA,2016,770
