comune,provincia,regione,nome,idCandidato,anno,voti
VILLAMARZANA,ROVIGO,VENETO,LISTA CIVICA - PROGRESSO E INNOVAZIONE,GABRIELLI CLAUDIO VITTORINO,2016,340
VILLAMARZANA,ROVIGO,VENETO,LISTA CIVICA - ESPERIENZA E FUTURO,PREVIATO FAUSTO,2016,258
VILLAMARZANA,ROVIGO,VENETO,LISTA CIVICA - UNITI PER VILLAMARZANA,RAIMONDI ELEONORA,2016,174
STIENTA,ROVIGO,VENETO,LISTA CIVICA - STIENTA TUA,FERRARESE ENRICO,2016,1345
STIENTA,ROVIGO,VENETO,LISTA CIVICA - GENTE COMUNE,GUIDETTI BEATRICE,2016,481
VIGO DI CADORE,BELLUNO,VENETO,LISTA CIVICA - VERSO IL FUTURO,DA RIN BETTINA MAURO,2016,473
VIGO DI CADORE,BELLUNO,VENETO,LISTA CIVICA - PROGETTO COMUNE,DA RIN SALAGONA FIORENZO,2016,293
VIGO DI CADORE,BELLUNO,VENETO,LISTA CIVICA - PROGRESSO NELLA TRASPARENZA,DA RIN BETTINA RUGGERO,2016,80
VAL DI ZOLDO,BELLUNO,VENETO,LISTA CIVICA - PROGETTO COMUNE,DE PELLEGRIN CAMILLO,2016,844
VAL DI ZOLDO,BELLUNO,VENETO,LISTA CIVICA - LA MIA VAL,MOLIN PRADEL ROBERTO,2016,746
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,PARTITO DEMOCRATICO,MASCIA MARIASOLE,2016,3294
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,LISTA CIVICA - MARIASOLE MASCIA SINDACO,MASCIA MARIASOLE,2016,1169
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,SINISTRA - SINISTRA PER VIMERCATE,MASCIA MARIASOLE,2016,535
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,LISTA CIVICA - COMUNITÀ SOLIDALE,MASCIA MARIASOLE,2016,354
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,MOVIMENTO 5 STELLE.IT,SARTINI FRANCESCO,2016,2329
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,LEGA NORD,BIELLA CRISTINA,2016,1277
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,FORZA ITALIA,BIELLA CRISTINA,2016,671
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,LISTA CIVICA - NOI PER VIMERCATE,CAGLIANI ALESSANDRO,2016,1806
VIMERCATE,MONZA E DELLA BRIANZA,LOMBARDIA,LISTA CIVICA - CIVICA VIMERCATE,RE ROBERTO,2016,319
VERANO BRIANZA,MONZA E DELLA BRIANZA,LOMBARDIA,LISTA CIVICA - VIVIVERANO,CHIOLO MASSIMILIANO,2016,2153
VERANO BRIANZA,MONZA E DELLA BRIANZA,LOMBARDIA,CEN-DES(CONTR.UFF.) - FRAT.D'IT-AN-L.NORD-F.I-CIVICA,CALASTRI GIANCARLO,2016,1467
VERANO BRIANZA,MONZA E DELLA BRIANZA,LOMBARDIA,MOVIMENTO 5 STELLE.IT,BORGONOVO MAURIZIO,2016,610
VERANO BRIANZA,MONZA E DELLA BRIANZA,LOMBARDIA,LISTA CIVICA - IO RISPETTO VERANO,BORGONOVO LANFRANCO,2016,262
VERGIATE,VARESE,LOMBARDIA,LISTA CIVICA - UNITI PER VERGIATE,LEORATO MAURIZIO,2016,3303
VERGIATE,VARESE,LOMBARDIA,LISTA CIVICA - LA TUA VERGIATE,MAFFIOLI ALESSANDRO,2016,728
VERGIATE,VARESE,LOMBARDIA,LISTA CIVICA - OBIETTIVO IN COMUNE,GALLIOTTO MELISSA,2016,504
VILLA DI TIRANO,SONDRIO,LOMBARDIA,LISTA CIVICA - STELLA ALPINA,MARANTELLI COLOMBIN FRANCO,2016,805
VILLA DI TIRANO,SONDRIO,LOMBARDIA,LISTA CIVICA - NOI PER VILLA,MANONI MONICA,2016,473
VILLA DI TIRANO,SONDRIO,LOMBARDIA,LISTA CIVICA - VILLA RINASCI,NEGRI MAURO,2016,340
ZENEVREDO,PAVIA,LOMBARDIA,LISTA CIVICA - CONCENTRAZIONE DEMOCRATICA,GRAMEGNA PIETRO,2016,274
ZENEVREDO,PAVIA,LOMBARDIA,LISTA CIVICA - ITALIA REALE,CALEFFI AFRO SILVIO,2016,18
VERRUA PO,PAVIA,LOMBARDIA,LISTA CIVICA - INSIEME PER IL CAMBIAMENTO,LAZZARI PIERANGELO,2016,515
VERRUA PO,PAVIA,LOMBARDIA,LISTA CIVICA - VERRUA ATTIVA,FERRARI GIANCARLO,2016,280
VAL DI NIZZA,PAVIA,LOMBARDIA,LISTA CIVICA - INSIEME PER VAL DI NIZZA,CAMPETTI FRANCO,2016,315
VAL DI NIZZA,PAVIA,LOMBARDIA,LISTA CIVICA - LIBERI DI CAMBIARE,CULLACCIATI CLAUDIO GIUSEPPE LINO,2016,133
VITTUONE,MILANO,LOMBARDIA,LEGA NORD-CIVICHE,ZANCANARO STEFANO,2016,1405
VITTUONE,MILANO,LOMBARDIA,LISTA CIVICA - VIVIAMO VITTUONE,MARCIONI MARIA IVANA,2016,1322
VITTUONE,MILANO,LOMBARDIA,LISTA CIVICA - INSIEME PER VITTUONE,TENTI ENZO MARIA,2016,1041
VITTUONE,MILANO,LOMBARDIA,MOVIMENTO 5 STELLE.IT,MANFREDI DIEGO,2016,646
TORBOLE CASAGLIA,BRESCIA,LOMBARDIA,CEN-DES(CONTR.UFF.) - L.NORD-FRAT.D'IT-AN-CIVICA,SISTI ROBERTA,2016,1544
TORBOLE CASAGLIA,BRESCIA,LOMBARDIA,LISTA CIVICA - CAMBIAMO TORBOLE CASAGLIA,MONDINI LUCA,2016,1084
TORBOLE CASAGLIA,BRESCIA,LOMBARDIA,LISTA CIVICA - INSIEME PER TORBOLE CASAGLIA,SQUASSONI MICHELA,2016,834
SOIANO DEL LAGO,BRESCIA,LOMBARDIA,LEGA NORD-CIVICHE,PREVI GIUSEPPE,2016,471
SOIANO DEL LAGO,BRESCIA,LOMBARDIA,LISTA CIVICA - SOIANO 360°,FESTA PAOLO,2016,330
SOIANO DEL LAGO,BRESCIA,LOMBARDIA,LISTA CIVICA - SOIANO IN COMUNE,PASTORI GIORGIO,2016,156
PONTOGLIO,BRESCIA,LOMBARDIA,CEN-DES(CONTR.UFF.) - FRAT.D'IT-AN-F.I-L.NORD-CIVICHE,SEGHEZZI ALESSANDRO GIUSEPPE,2016,1543
PONTOGLIO,BRESCIA,LOMBARDIA,LISTA CIVICA - PRIMA PONTOGLIO,PIANTONI PIER LUIGI,2016,842
PONTOGLIO,BRESCIA,LOMBARDIA,LISTA CIVICA - PONTOGLIO TUA,MARCHETTI JACOPO,2016,829
PONTOGLIO,BRESCIA,LOMBARDIA,LISTA CIVICA - LA SVOLTA SEI TU,TORRESI MASSIMILIANO,2016,353
PONCARALE,BRESCIA,LOMBARDIA,LISTA CIVICA - INSIEME PER CAMBIARE,ZAMPEDRI ANTONIO,2016,826
PONCARALE,BRESCIA,LOMBARDIA,LISTA CIVICA - PONCARALE INSIEME,GALPERTI ILARIA,2016,747
PONCARALE,BRESCIA,LOMBARDIA,LISTA CIVICA - VIVI PONCARALE,MIGLIORATI GIUSEPPE,2016,719
PONCARALE,BRESCIA,LOMBARDIA,LISTA CIVICA - PARTECIPARE E RINNOVARE,ABIATICO GIANFRANCO,2016,516
TRASQUERA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - STELLA ALPINA,LINCIO ARTURO,2016,81
TRASQUERA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - INSIEME PER TRASQUERA,MAGLIOCCO GEREMIA,2016,72
QUARNA SOTTO,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - QUARNA,GROMME PAOLO,2016,124
QUARNA SOTTO,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - UNITI PER QUARNA,CERESA MATTEO,2016,119
PREMOSELLO-CHIOVENDA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - COLLORO-PREMOSELLO-CUZZAGO,MONTI GIUSEPPE,2016,661
PREMOSELLO-CHIOVENDA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - PREMOSELLO DOMANI,FOVANNA ELIO,2016,602
MACUGNAGA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - MONTE ROSA EST È MACUGNAGA ROSA,CORSI STEFANO,2016,207
MACUGNAGA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - MACUGNAGA ADESSO,ERMINI BURGHINER MARIO,2016,195
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - LUCIO PIZZI SINDACO,PIZZI FORTUNATO LUCIO,2016,2118
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LEGA NORD,PIZZI FORTUNATO LUCIO,2016,1045
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,FORZA ITALIA,PIZZI FORTUNATO LUCIO,2016,699
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,PIZZI FORTUNATO LUCIO,2016,382
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,PARTITO DEMOCRATICO,CATTRINI MARIANO,2016,1289
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - CATTRINI SINDACO,CATTRINI MARIANO,2016,988
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,SINISTRA - SINISTRA PER DOMO,CATTRINI MARIANO,2016,238
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - DOMOCRAZIA,CATTRINI MARIANO,2016,195
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,MOVIMENTO 5 STELLE.IT,CORSINI MONICA,2016,1311
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - DOMO D'OSSOLA NOI PER VOI,GALLO BERNARDINO,2016,191
DOMODOSSOLA,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - UNIONE NUOVA AUTONOMIA,GALLO BERNARDINO,2016,172
BORGOMEZZAVALLE,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - PER BORGOMEZZAVALLE,PREIONI ALBERTO,2016,126
BORGOMEZZAVALLE,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - UNITI PER BORGOMEZZAVALLE,COLOMBO GIUSEPPE,2016,95
BELGIRATE,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - PARTECIPIAMO,LETO VALTER,2016,155
BELGIRATE,VERBANO-CUSIO-OSSOLA,PIEMONTE,LISTA CIVICA - BELGIRATE VIVA,FILIPPI FLAVIA,2016,151
VILMINORE DI SCALVE,BERGAMO,LOMBARDIA,LISTA CIVICA - COMUNE IDEA PER VILMINORE 20_16,ORRU' PIETRO,2016,797
VERDELLINO,BERGAMO,LOMBARDIA,CEN-DES(CONTR.UFF.) - F.I-FRAT.D'IT-AN-CIVICA,ZANOLI SILVANO,2016,1645
VERDELLINO,BERGAMO,LOMBARDIA,LISTA CIVICA - CONTINUITÀ E PROGRESSO,MASTIO LUISELLA DETTA LULU',2016,1115
VERDELLINO,BERGAMO,LOMBARDIA,MOVIMENTO 5 STELLE.IT,LANZENI LARA,2016,427
VALNEGRA,BERGAMO,LOMBARDIA,LISTA CIVICA - PROGETTO VALNEGRA,FACHERIS VIRNA IN MIDALI,2016,117
TREVIGLIO,BERGAMO,LOMBARDIA,LEGA NORD,IMERI JURI FABIO,2016,2475
TREVIGLIO,BERGAMO,LOMBARDIA,LISTA CIVICA - IO TREVIGLIO,IMERI JURI FABIO,2016,1831
TREVIGLIO,BERGAMO,LOMBARDIA,LISTA CIVICA - CON MANGANO X TREVIGLIO,IMERI JURI FABIO,2016,761
TREVIGLIO,BERGAMO,LOMBARDIA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,IMERI JURI FABIO,2016,331
TREVIGLIO,BERGAMO,LOMBARDIA,PARTITO DEMOCRATICO,MOLTENI ERIK,2016,2024
URGNANO,BERGAMO,LOMBARDIA,LISTA CIVICA - GUARDARE OLTRE,EPIZOI EFREM,2016,2545
URGNANO,BERGAMO,LOMBARDIA,CEN-DES(CONTR.UFF.) - L.NORD-FRAT.D'IT-AN-CIVICA,ZAMMATARO ROSARIA MARIA DETTA MARIA ROSARIA,2016,1377
TREVIGLIO,BERGAMO,LOMBARDIA,LISTA CIVICA - MOLTENI SINDACO,MOLTENI ERIK,2016,1211
URGNANO,BERGAMO,LOMBARDIA,MOVIMENTO 5 STELLE.IT,PACE LUIGI,2016,413
URGNANO,BERGAMO,LOMBARDIA,LISTA CIVICA - PROGRESSO IN COMUNE,UBBIALI ANTONELLA LUCIA,2016,344
TREVIGLIO,BERGAMO,LOMBARDIA,LISTA CIVICA - LISTA ARANCIO,MOLTENI ERIK,2016,914
TREVIGLIO,BERGAMO,LOMBARDIA,ITALIA DEI VALORI,MOLTENI ERIK,2016,195
TREVIGLIO,BERGAMO,LOMBARDIA,FORZA ITALIA,PIGNATELLI GIANLUCA,2016,932
TREVIGLIO,BERGAMO,LOMBARDIA,LISTA CIVICA - PIGNATELLI SINDACO,PIGNATELLI GIANLUCA,2016,658
TREVIGLIO,BERGAMO,LOMBARDIA,LISTA CIVICA - PRIMA TREVIGLIO,PIGNATELLI GIANLUCA,2016,174
TREVIGLIO,BERGAMO,LOMBARDIA,MOVIMENTO 5 STELLE.IT,CALVI EMANUELE,2016,1287
TREVIGLIO,BERGAMO,LOMBARDIA,LISTA CIVICA - TREVIGLIO È NOSTRA,D'ACCHIOLI GIUSEPPE,2016,250
TORRE PALLAVICINA,BERGAMO,LOMBARDIA,LISTA CIVICA - OBIETTIVO COMUNE,MARCHETTI ANTONIO GIUSEPPE,2016,313
TORRE PALLAVICINA,BERGAMO,LOMBARDIA,LISTA CIVICA - BENE COMUNE,PALOSCHI ROBERTA,2016,253
TORRE PALLAVICINA,BERGAMO,LOMBARDIA,LISTA CIVICA - INDIPENDENZA LOMBARDA,DURANTI CESARE,2016,68
STROZZA,BERGAMO,LOMBARDIA,LISTA CIVICA - STROZZA 2.0,CORNALI RICCARDO,2016,407
STROZZA,BERGAMO,LOMBARDIA,LISTA CIVICA - IL PAESE CHE VOGLIAMO,CAPELLI MAURO,2016,173
SOLZA,BERGAMO,LOMBARDIA,LISTA CIVICA - UNIONE PER SOLZA,ROCCA MARIA CARLA,2016,408
SOLZA,BERGAMO,LOMBARDIA,LISTA CIVICA - LEGATI A SOLZA,CHIAPPA SIMONA,2016,255
SOLZA,BERGAMO,LOMBARDIA,LISTA CIVICA - PROGETTO SOLZA,MARTINO JESSICA,2016,200
SOLZA,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER SOLZA,MAGNI STEFANO,2016,99
SAN PAOLO D'ARGON,BERGAMO,LOMBARDIA,LISTA CIVICA - L'ALVEARE,CORTINOVIS STEFANO,2016,1410
SAN PAOLO D'ARGON,BERGAMO,LOMBARDIA,LEGA NORD-CIVICHE,FRASSINI GRAZIANO,2016,1327
SAN PELLEGRINO TERME,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER SAN PELLEGRINO,MILESI VITTORIO,2016,1831
SAN PELLEGRINO TERME,BERGAMO,LOMBARDIA,LISTA CIVICA - LISTA SORGENTE,MOLTENI ALESSANDRO,2016,1094
SAN GIOVANNI BIANCO,BERGAMO,LOMBARDIA,LISTA CIVICA - MARCO MILESI SINDACO,MILESI MARCO,2016,2467
SAN GIOVANNI BIANCO,BERGAMO,LOMBARDIA,LISTA CIVICA - CREA FUTURO,VALAGUZZA LUCIANO,2016,393
PUMENENGO,BERGAMO,LOMBARDIA,LISTA CIVICA - UN PROGETTO IN COMUNE,BARELLI MAURO,2016,305
PUMENENGO,BERGAMO,LOMBARDIA,LISTA CIVICA - LA NUOVA PUMENENGO,SCHIEPPATI MARCO,2016,242
PUMENENGO,BERGAMO,LOMBARDIA,LISTA CIVICA - CONTINUITÀ PER PUMENENGO,SALVONI VERONICA,2016,237
PUMENENGO,BERGAMO,LOMBARDIA,LISTA CIVICA - PROGRESSO PER PUMENENGO,CECCHI GIUSEPPE,2016,167
PREDORE,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER PREDORE,BERTAZZOLI PAOLO,2016,631
PREDORE,BERGAMO,LOMBARDIA,LISTA CIVICA - SEMPLICEMENTE PREDORE,GHIRARDELLI GABRIELE,2016,422
PONTE SAN PIETRO,BERGAMO,LOMBARDIA,CEN-DES(CONTR.UFF.) - F.I-L.NORD-FRAT.D'IT-AN-CIVICA,ZIRAFA MARZIO,2016,1808
PONTE SAN PIETRO,BERGAMO,LOMBARDIA,LISTA CIVICA - TU X PONTE,FACHERIS MICHELE,2016,1242
PONTE SAN PIETRO,BERGAMO,LOMBARDIA,LISTA CIVICA - PONTE AL FUTURO,CATTANEO ROSALBA,2016,887
PONTE SAN PIETRO,BERGAMO,LOMBARDIA,LISTA CIVICA - BARALDI SINDACO,BARALDI VALERIO ACHILLE,2016,647
PONTE SAN PIETRO,BERGAMO,LOMBARDIA,LISTA CIVICA - RINNOVA PONTE,ACQUAROLI GIOVANNA,2016,426
PALOSCO,BERGAMO,LOMBARDIA,LISTA CIVICA - PALOSCO,MAZZA MARIO,2016,1487
PALOSCO,BERGAMO,LOMBARDIA,LISTA CIVICA - PALOSCO ADESSO,OTTINI EPIFANIO,2016,840
PALOSCO,BERGAMO,LOMBARDIA,LISTA CIVICA - PROGETTO COMUNE,CASCIO SERGIO,2016,732
PALAZZAGO,BERGAMO,LOMBARDIA,LEGA NORD,JACOBELLI MICHELE,2016,1286
PALAZZAGO,BERGAMO,LOMBARDIA,LISTA CIVICA - PRIMAVERA PALAZZAGO,CENTURELLI EMANUELE,2016,764
OLTRESSENDA ALTA,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER OLTRESSENDA ALTA,BARONCHELLI GIULIO,2016,103
OLTRESSENDA ALTA,BERGAMO,LOMBARDIA,DESTRA - F.NUOVA-FIAMMA TRIC-CIVICA,OBERTI DARIO,2016,7
MEDOLAGO,BERGAMO,LOMBARDIA,LISTA CIVICA - NUOVA MEDOLAGO,FONTANA LUISA,2016,569
MEDOLAGO,BERGAMO,LOMBARDIA,LISTA CIVICA - MEDOLAGO FUTURA,MEDOLAGO ALBANI ALESSANDRO,2016,448
MEDOLAGO,BERGAMO,LOMBARDIA,LEGA NORD,QUADRI ALBERTO,2016,100
LOCATELLO,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER LOCATELLO,CARMINATI SIMONA,2016,242
LOCATELLO,BERGAMO,LOMBARDIA,LISTA CIVICA - LOCATELLO DEMOCRATICO,LOCATELLI MARIO,2016,194
GROMO,BERGAMO,LOMBARDIA,LISTA CIVICA - PRESENTE PER IL FUTURO,RIVA SARA,2016,548
GORNO,BERGAMO,LOMBARDIA,LISTA CIVICA - RINNOVAMENTO PER GORNO,CALEGARI GIAMPIERO,2016,532
GORNO,BERGAMO,LOMBARDIA,LEGA NORD-ALTRE,QUISTINI VALTER,2016,522
FORNOVO SAN GIOVANNI,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER FORNOVO,PIANA GIAN CARLO,2016,1046
FILAGO,BERGAMO,LOMBARDIA,LISTA CIVICA - IMPEGNO COMUNE,MEDICI DANIELE,2016,910
FILAGO,BERGAMO,LOMBARDIA,LISTA CIVICA - IL NUOVO PER IL NUOVO,TERZI CLAUDIO,2016,749
COSTA VALLE IMAGNA,BERGAMO,LOMBARDIA,LISTA CIVICA - UNITI PER COSTA,MAZZOLENI UMBERTO,2016,254
COSTA VALLE IMAGNA,BERGAMO,LOMBARDIA,LISTA CIVICA - COSTA COMUNE,CAPOFERRI CARLO FRANCESCO,2016,199
COSTA VOLPINO,BERGAMO,LOMBARDIA,LISTA CIVICA - COSTA VOLPINO CAMBIA,BONOMELLI MAURO,2016,4050
COSTA VOLPINO,BERGAMO,LOMBARDIA,CEN-DES(CONTR.UFF.) - F.IT-L.NORD-FRAT.D'IT-AN,LORANDI MICHELE,2016,1006
CORNALBA,BERGAMO,LOMBARDIA,LISTA CIVICA - VIVI IL COMUNE,VISTALLI ALESSANDRO,2016,123
CORNALBA,BERGAMO,LOMBARDIA,LISTA CIVICA - SULLA BUONA STRADA,VISTALLI LUCA,2016,99
COLOGNO AL SERIO,BERGAMO,LOMBARDIA,LISTA CIVICA - PROGETTO COLOGNO,DRAGO CHIARA,2016,2820
COLOGNO AL SERIO,BERGAMO,LOMBARDIA,LEGA NORD,LEGRAMANTI ROBERTO ANTONIO,2016,1266
COLOGNO AL SERIO,BERGAMO,LOMBARDIA,LISTA CIVICA - DALLA PARTE GIUSTA,SESANI CLAUDIO FRANCESCO,2016,759
COLOGNO AL SERIO,BERGAMO,LOMBARDIA,LISTA CIVICA - PER CAMBIARE,SERUGHETTI AURELIO,2016,567
COLOGNO AL SERIO,BERGAMO,LOMBARDIA,LISTA CIVICA - COALIZIONE LIBERA,GUSTINELLI MASSIMO,2016,344
COLOGNO AL SERIO,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER COLOGNO,LEGRAMANTI PIETRO,2016,242
CHIUDUNO,BERGAMO,LOMBARDIA,FORZA ITALIA-LEGA NORD,LOCATELLI STEFANO,2016,2186
CHIUDUNO,BERGAMO,LOMBARDIA,LISTA CIVICA - X CHIUDUNO,SIGNORELLI OLIVIERO,2016,710
CALVENZANO,BERGAMO,LOMBARDIA,LISTA CIVICA - AMIAMO CALVENZANO,FERLA FABIO,2016,1428
CALVENZANO,BERGAMO,LOMBARDIA,FRATELLI D'ITALIA-AN-L.NORD,COLOMBO MATTEO GIUSEPPE,2016,587
CALCINATE,BERGAMO,LOMBARDIA,LISTA CIVICA - TRADIZIONE - INNOVAZIONE,GAFFORELLI GIANFRANCO,2016,2027
BOTTANUCO,BERGAMO,LOMBARDIA,LISTA CIVICA - COMUNE APERTO,PIROLA ROSSANO VANIA,2016,1248
BOTTANUCO,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER BOTTANUCO E CERRO,MARIANI SERGIO,2016,780
BOTTANUCO,BERGAMO,LOMBARDIA,LISTA CIVICA - UN COMUNE UNA COMUNITÀ,FRANCHIN SILVANA,2016,606
BEDULITA,BERGAMO,LOMBARDIA,LISTA CIVICA - PER UN COMUNE DEMOCRATICO,FACCHINETTI ROBERTO,2016,253
BEDULITA,BERGAMO,LOMBARDIA,LISTA CIVICA - SCELTA VINCENTE PER BEDULITA,TURI LEONARDO,2016,59
ARDESIO,BERGAMO,LOMBARDIA,LEGA NORD,CACCIA YVAN,2016,1040
ARDESIO,BERGAMO,LOMBARDIA,LISTA CIVICA - ARDESIO UNITA,BERGAMINI SIMONE,2016,1009
CARAVAGGIO,BERGAMO,LOMBARDIA,LEGA NORD,ETTORE PIETRO PIROVANO,2016,1823
CARAVAGGIO,BERGAMO,LOMBARDIA,LISTA CIVICA - NOI CON PIROVANO SINDACO,ETTORE PIETRO PIROVANO,2016,924
CARAVAGGIO,BERGAMO,LOMBARDIA,PARTITO DEMOCRATICO,BOLANDRINI CLAUDIO,2016,1217
CARAVAGGIO,BERGAMO,LOMBARDIA,LISTA CIVICA - BOLANDRINI SINDACO PER CARAVAGGIO,BOLANDRINI CLAUDIO,2016,981
CARAVAGGIO,BERGAMO,LOMBARDIA,LISTA CIVICA - PRIMA CARAVAGGIO,BARUFFI AUGUSTO,2016,783
CARAVAGGIO,BERGAMO,LOMBARDIA,LISTA CIVICA - CARAVAGGIO NEL CUORE,BARUFFI AUGUSTO,2016,763
ALZANO LOMBARDO,BERGAMO,LOMBARDIA,CEN-DES(CONTR.UFF.) - F.I-L.NORD-FRAT.D'IT-AN,BERTOCCHI CAMILLO,2016,3437
ALZANO LOMBARDO,BERGAMO,LOMBARDIA,LISTA CIVICA - ALZANO VIVA,NOWAK ANNALISA,2016,1554
ALZANO LOMBARDO,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME AL SERVIZIO DELLA CITTÀ,MORETTI MARIA LORETTA,2016,1507
CARAVAGGIO,BERGAMO,LOMBARDIA,MOVIMENTO 5 STELLE.IT,CASTELLI GIOVANNI AGOSTINO,2016,610
CARAVAGGIO,BERGAMO,LOMBARDIA,SINISTRA - SINISTRA PER CARAVAGGIO,BARONI SEBASTIANO,2016,274
CASTIONE DELLA PRESOLANA,BERGAMO,LOMBARDIA,CEN-DES(CONTR.UFF.) - FORZA IT-L.NORD-CIVICA,MIGLIORATI ANGELO,2016,1097
CASTIONE DELLA PRESOLANA,BERGAMO,LOMBARDIA,LISTA CIVICA - CASTIONE UNITA,FERRARI (FAFO) FABIO,2016,579
CASTIONE DELLA PRESOLANA,BERGAMO,LOMBARDIA,LISTA CIVICA - VIVI PRESOLANA,PEZZOLI MAURO,2016,458
CAROBBIO DEGLI ANGELI,BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER LA COMUNITA',ONDEI GIUSEPPE,2016,1172
CAROBBIO DEGLI ANGELI,BERGAMO,LOMBARDIA,LISTA CIVICA - CIVITAS,DOTTI GIOVANNI DETTO JOHNNY,2016,822
ALME',BERGAMO,LOMBARDIA,LEGA NORD-CIVICHE,BANDERA MASSIMO,2016,1396
ALME',BERGAMO,LOMBARDIA,LISTA CIVICA - INSIEME PER ALME',CORNAGO LUCIANO,2016,1177
ALME',BERGAMO,LOMBARDIA,LISTA CIVICA - ALME' AL CENTRO,GAMBA PATRIZIA,2016,441
ALME',BERGAMO,LOMBARDIA,LISTA CIVICA - LEGALMENTE,GILIO PASQUALE,2016,146
ADRARA SAN ROCCO,BERGAMO,LOMBARDIA,LISTA CIVICA - INDIPENDENTI,PICCIOLI CAPPELLI TIZIANO,2016,330
TRINITA' D'AGULTU E VIGNOLA,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - ALLEANZA DEMOCRATICA,CARTA GIAMPIERO,2016,818
TRINITA' D'AGULTU E VIGNOLA,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - LAVORARE INSIEME,LEPORI FRANCESCO,2016,735
TELTI,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - PROGETTO TELTI,PINDUCCIU GIAN FRANCO,2016,813
TELTI,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - TELTI FUTUR@,SANNA MATTEO,2016,529
TELTI,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - TELTI SI RINNOVA,TODDE GESUINO,2016,271
OLBIA,OLBIA-TEMPIO,SARDEGNA,PARTITO DEMOCRATICO,CAREDDU CARLO,2016,4416
OLBIA,OLBIA-TEMPIO,SARDEGNA,UNIONE POPOLARE CRISTIANA,CAREDDU CARLO,2016,1893
OLBIA,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - SIAMO OLBIA,CAREDDU CARLO,2016,1633
OLBIA,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - OLBIAFUTURO,CAREDDU CARLO,2016,1059
OLBIA,OLBIA-TEMPIO,SARDEGNA,PARTITO DEI SARDI,CAREDDU CARLO,2016,696
OLBIA,OLBIA-TEMPIO,SARDEGNA,LISTA CIVICA - OLEVÀ FRAZIONI UNITE,CAREDDU CARLO,2016,677
OLBIA,OLBIA-TEMPIO,SARDEGNA,FORZA ITALIA,NIZZI SETTIMO,2016,4916
